שנה ראשונה,מספר סעיף,שם הסעיף,הוצאה ברוטו,"מספרי סעיפים בשנה הקודמת, מופרדים בפסיקים",לינק לסעיף,לינק לסעיף אב משנה קודמת,הערות מועתקות
1994,C00670402,גריאטריה,1004,,link,link,
1994,C00670403,פסיכיאטריה,1004,,link,link,
1994,C00670404,בריאות הציבור,1528,,link,link,
1994,C00670501,פרוייקט מיחשוב מרכזי,9519,,link,link,
1994,C00706706,השלמת פיתוח לבנייה,3929,,link,link,
1994,C00706707,מדידות ורישום שיכונים,6286,,link,link,
1994,C00706709,השלמות לבניה ישירה,19823,,link,link,
1994,C00706710,רכישת מגורונים וקרוונים,8818,,link,link,
1994,C00706711,הסבת דירות לדיור מוגן,6500,,link,link,
1994,C00706712,בניית מבני חינוך ובתי,6000,,link,link,
1994,C00706902,"רכישת דירות נ""ר למשפחות",19562,,link,link,
1994,C00706907,בניה ושיקום כבישים,89374,,link,link,
1994,C00706912,רזרבה להתיקרות,86494,,link,link,
1994,C00706915,השלמת תשתיות בישובים,2000,,link,link,
1994,C00706919,שיפוץ דירות בקיבוצים,1000,,link,link,
1994,C00706920,בנייה בטחונית בישובי,10000,,link,link,
1994,C00707001,מודיעין,126417,,link,link,
1995,C00005000,דמי שימוש בנכסים ממשלתי,125000,,link,link,
1995,C00130105,הוצאות שונות,2952,,link,link,
1995,C00172080,"תקציב מת""ק איו""ש",2891,,link,link,
1995,C00242001,תמיכה בחוק ביטוח בריאות,719262,,link,link,
1995,C00260329,אגף הרעש,215,,link,link,
1995,C00260330,אזבסט וחלקיקים,213,,link,link,
1995,C00290819,רזרבה להתיקרויות,3374,,link,link,
1995,C00300712,רזרבה,1835,,link,link,
1995,C00460101,מענקי שיחרור,171970,,link,link,
1995,C00460102,קרן פקדון,75000,,link,link,
1995,C00460103,קרן לסיוע נוסף,66474,,link,link,
1995,C00600210,בניית כיתות לימוד,514451,,link,link,
1996,C00040132,הנצחת נשיאים וראשי     ממשלה,809,,link,link,
1996,C00040163,מפעלים חינוכיים,900,,link,link,
1996,C00120109,מיכון גימלאות עובדי    מדינה,5826,,link,link,
1996,C00171001,"פעולות מרת""ק",13236,,link,link,
1996,C00171010,תכניות שונות,7050,,link,link,
1996,C00174001,רזרבה אוצרית,9186,,link,link,
1996,C00202401,תכניות לקידום החינוך   למיעוטים,2016,,link,link,
1996,C00203011,"מענקים לפיתוח מבני     תרבות ספורט מתנ""סים    ונוער",31527,,link,link,
1996,C00203015,"שיפוצים והצטיידות בבי""ס",95972,,link,link,
1996,C00231073,תוכנית לטיפול בעולים   חדשים,23167,,link,link,
1996,C00241621,מעבדות בריאות הציבור   בתל אביב,3238,,link,link,
1996,C00241930,תמיכות בארגונים        רפואיים אחרים,27944,,link,link,
1996,C00260332,ועדה לבחינת תקני       איכות הסביבה,800,,link,link,
1996,C00370104,חברות תשתית תיירותית,15625,,link,link,
1996,C00370314,פעולות שיווק תיירות זרההמתבצעות בישראל,10669,,link,link,
1996,C00380408,רשות לשיתוף פעולה      תעשיתי,2794,,link,link,
1996,C00830401,השקעות שונות,46656,,link,link,
1996,C00830605,הסדר פיצוי  רכש מול    משרד הבטחון,5000,,link,link,
1997,C00000301,מס שבח,1270000,,link,link,
1997,C00000401,מס רכישה,1850000,,link,link,
1997,C00001801,מס דלק,5170000,,link,link,
1997,C00004301,תמלוגים מאוצרות טבע,70000,,link,link,
1997,C00004401,תמלוגים מחברות ממשלתיות,740000,,link,link,
1997,C00004601,"החזר ע""ח שנים קודמות",60000,,link,link,
1997,C00004701,הכנסות שונות,550000,,link,link,
1997,C00004801,הכנסה מיועדת מעל האומדן,180000,,link,link,
1997,C00004901,העברה מחלק ב',17886573,,link,link,
1997,C00005001,דמי שימוש בנכסים ממשלתי,140000,,link,link,
1997,C00005301,"גביית קרן במט""ח",100000,,link,link,
1997,C00007301,הפרשות לפנסיה - חברות,21000,,link,link,
1997,C00008101,מלוה מהמוסד לבטוח לאומי,6871811,,link,link,
1997,C00040113,ה.י.ל.ה,200,,link,link,
1997,C00110205,ביקורת פעולות ע.נ.א,2403,,link,link,
1997,C00110206,"ביקורת בחו""ל",228,,link,link,
1997,C00110207,"אמרכלות שיא כ""א",6872,,link,link,
1997,C00110208,אמרכלות רכישות,14110,,link,link,
1997,C00202104,פרסי ישראל,1122,,link,link,
1997,C00202611,שעות תקן-חינוך יסודי,3155365,,link,link,
1997,C00202612,חינוך מיוחד,1286243,,link,link,
1997,C00202703,"שעות תקן חט""ב",974182,,link,link,
1997,C00202708,תלמידים בפנימיות ומרכזינוער,65159,,link,link,
1997,C00202710,אגף הבחינות,118169,,link,link,
1997,C00202804,אחזקת תלמידים בפנימיות,146788,,link,link,
1997,C00202806,חינוך והוראה-שכר מורים,219796,,link,link,
1997,C00203003,ישובים נתמכים,12692,,link,link,
1997,C00231166,רשות חסות הנוער -      טיפול חוץ ביתי,25731,,link,link,
1997,C00381301,כלים משלימים לחוק עידודהשקעות הון,68000,,link,link,
1997,C00390880,שכר,568,,link,link,
1997,C00670401,הצטיידות,15087,,link,link,
1997,C00732202,סיוע רגיל 96 ואילך,327078,,link,link,
1997,C00732204,סיוע בתנאים מיוחדים,79428,,link,link,
1997,C00732206,מענקים,8550,,link,link,
1997,C00732207,תכנון מפעלי ביוב,1940,,link,link,
1998,C00000102,מס הכנסה שכירים,28268000,,link,link,
1998,C00000202,"מע""מ על מלכרים",3550000,,link,link,
1998,C00001402,"תקבולי מע""מ נטו",35760000,,link,link,
1998,C00040520,צילום וארכיון,276,,link,link,
1998,C00110404,מחשוב,396,,link,link,
1998,C00203108,תרבות תורנית ציונית,49707,,link,link,
1998,C00203302,הפקות עצמיות,29121,,link,link,
1998,C00203304,הנהלה וכלליות,25849,,link,link,
1998,C00230880,טיפול חוץ ביתי         באוטיסטים,75,,link,link,
1998,C00231210,שרותי שיקום,1263,,link,link,
1998,C00899001,הכנסות,2200,,link,link,
1998,C00940101,"הוצאות שכר של מרכז     רפואי ע""ש ד""ר שיבא     תל-השומר",438000,,link,link,
1998,C00940102,"קניות מרכז רפואי ע""ש   שיבא תל השומר",226430,,link,link,
1998,C00940105,העברה להכנסות מרכזיות,68370,,link,link,
1998,C00940201,"הוצאות שכר של בי""ח ע""ש רמב""ם חיפה",358000,,link,link,
1998,C00940202,"קניות בי""ח רמב""ם חיפה",163140,,link,link,
1998,C00940301,"הוצאות שכר של בי""ח     נהריה",181900,,link,link,
1998,C00940302,"קניות בי""ח נהריה",95510,,link,link,
1998,C00940305,העברת להכנסות מרכזיות,30940,,link,link,
1998,C00940401,"הוצאות שכר של בי""ח ע""ש וולפסון תל-גיבורים",212000,,link,link,
1998,C00940402,"קניות בי""ח ע""ש וולפסון תל-גיבורים",114780,,link,link,
1998,C00940405,העברה להכנסות מרכזיות,26240,,link,link,
1998,C00940505,העברה להכנסות מרכזיות,2873,,link,link,
1998,C00940601,"הוצאות שכר של בי""ח     הלל יפה חדרה",149800,,link,link,
1998,C00940602,"קניות בי""ח הלל-יפה     בחדרה",54740,,link,link,
1998,C00940701,"הוצאות שכר של מרכז     רפואי ע""ש ברזילי אשקלון",166300,,link,link,
1998,C00940702,"קניות מרכז רפואי ע""ש   ברזילי אשקלון",49700,,link,link,
1998,C00940801,"הוצאות שכר בי""ח פוריה",87440,,link,link,
1998,C00940802,קניות,21690,,link,link,
1998,C00940901,"הוצאות שכר של בי""ח     זיו-צפת",131000,,link,link,
1998,C00940902,"קניות בי""ח - צפת",18800,,link,link,
1998,C00941001,"הוצאות שכר של בי""ח     עירוני ממשלתי חיפה",182500,,link,link,
1998,C00941002,"קניות בי""ח עירוני      ממשלתי חיפה",25740,,link,link,
1998,C00941101,הוצאות שכר של מרכז     רפואי עירוני ממשלתי    תל אביב יפו,523000,,link,link,
1998,C00941102,קניות מרכז רפואי עירוניממשלתי תל אביב יפו,89520,,link,link,
1998,C00947401,"הכנסות בי""ח נהריה  -",6190,,link,link,
1998,C00947701,"הכנסות מרכז רפואי ע""ש  ברזילי אשקלון",230,,link,link,
1999,C00003401,"ריבית במט""ח",712000,,link,link,
1999,C00003501,גביית ריבית,2828000,,link,link,
1999,C00004501,דוידנדים מחברות ממשלתיו,1174000,,link,link,
1999,C00005101,גביית קרן,5054000,,link,link,
1999,C00020109,"דואר וטלפון חכי""ם",8300,,link,link,
1999,C00120301,"גמלאות ע""פ חוק גמלאות  לנושאי משרה",212558,,link,link,
1999,C00120401,עובדי ממשלת המנדט,776,,link,link,
1999,C00130120,פיתוח והפעלת תוכניות   רווחה לעובדי וגמלאי    שרות המדינה,4607,,link,link,
1999,C00202404,מענק ירושלים הבירה,62516,,link,link,
1999,C00202409,חינוך יהודי בתפוצות,59336,,link,link,
1999,C00203120,מוסדות להשכלה,45948,,link,link,
1999,C00240424,מרכז הדרכה לאזור הצפון,3238,,link,link,
1999,C00242003,"השלמת עלות סל שירותי   בריאות עפ""י סעיף 13    (א) לחוק ביטוח         בריאות ממלכתי",8762000,,link,link,
1999,C00360218,הכשרת כח אדם - בדיקות,3073,,link,link,
1999,C00381302,הכשרת כח אדם,38571,,link,link,
1999,C00420904,"תכנית ""עשר +""",1200,,link,link,
1999,C00420907,בעלי דירה,80031,,link,link,
1999,C00420912,מבצע לעולי אתיופייה,310362,,link,link,
1999,C00706911,פעולות שונות,14636,,link,link,
1999,C00731902,פיתוח מפעלי קולחין     להמרה וטיוב בארות,69027,,link,link,
2000,C00000103,מס הכנסה סקטור עסקי,53455668,,link,link,
2000,C00000203,"מע""מ על פיננסים",1190000,,link,link,
2000,C00001101,מכס והיטל על היבוא,11210794,,link,link,
2000,C00001302,מס קניה מוצרי יבוא,9409408,,link,link,
2000,C00001303,מס קניה מקומי,1522493,,link,link,
2000,C00001501,מס טבק - בלו,1938558,,link,link,
2000,C00006301,הכ. ממנהל מקרקעי ישראל,2508886,,link,link,
2000,C00020201,מרכיבי שכר חברי הכנסת,100066,,link,link,
2000,C00020202,תנאי חברי הכנסת,65457,,link,link,
2000,C00020301,שירותים מקצועיים,28675,,link,link,
2000,C00020302,קשרי חוץ טקסים וקרנות,17588,,link,link,
2000,C00020304,הוצאות עובדי הכנסת,130372,,link,link,
2000,C00020305,אמרכלות,61232,,link,link,
2000,C00020306,ביטחון,46620,,link,link,
2000,C00020307,ניהול מערכות מחשב,17138,,link,link,
2000,C00020501,תוספת מבנה,46133,,link,link,
2000,C00050312,נציגות לונדון,731,,link,link,
2000,C00130122,הפרטת בנקים,7851,,link,link,
2000,C00202108,קשרי חוץ,12788,,link,link,
2000,C00202412,"מתנס""ים",346773,,link,link,
2000,C00240430,"ע""ש שינבורן-מרכז רפואי עירוני ממשלתי תל-אביב  בית ספר לאחיות",7654,,link,link,
2000,C00241021,פרדס חנה - מרכז גריאטרי( 970 מיטות),177330,,link,link,
2000,C00241036,ראשון לציון - מרכז     גריאטרי (340+25מיטות),69168,,link,link,
2000,C00241322,חדרה - שרות קהילתי     לבריאות,5564,,link,link,
2000,C00241343,יפו - מרכז קהילתי      כוללני לבריאות הנפש    (50 מיטות יום),25706,,link,link,
2000,C00241344,גוש דן - שרות קהילתי   לבריאות הנפש,15299,,link,link,
2000,C00241622,תל השומר - מעבדה מרכזיתלנגיפים,11112,,link,link,
2000,C00241642,חיפה - תחנה להתפתחות   הילד,2266,,link,link,
2000,C00360219,הפעלת החונכות,338,,link,link,
2000,C00940501,"בי""ח אסף הרופא צריפין  הוצאות שכר",643889,,link,link,
2000,C00940502,"בי""ח ע""ש אסף הרופא     צריפין - קניות",234470,,link,link,
2000,C00957101,הכנסות נמל יפו,235,,link,link,
2000,C00987201,הכנסות מהשכרת נכסים,2024,,link,link,
2000,C00987313,דמי חכירה מהוונים      מהקצאת קרקע במכרזים,559546,,link,link,
2000,C00987314,דמי חכירה מהוונים אחרים,39775,,link,link,
2000,C00987315,מכירת מקרקעין,40954,,link,link,
2000,C00987332,הכנסות מפרויקטים,362889,,link,link,
2001,C00110410,אבטחה,902,,link,link,
2001,C00202418,חינוך לדמוקרטיה ויהדות,38266,,link,link,
2001,C00230881,טיפול קהילתי באוטיסטים,1744,,link,link,
2001,C00510403,בית המשפט בחיפה,9500,,link,link,
2002,C00050206,ניהול הלוואות המדינה   חשבונות ודווח,182,,link,link,
2002,C00202306,הלוואות מותנות לתלמידי סמינרים,68960,,link,link,
2002,C00202402,שירותי חינוך ורווחה,348668,,link,link,
2002,C00202602,שירותי חינוך ורווחה,170266,,link,link,
2002,C00202706,חינוך טכנולוגי ומדעי,259192,,link,link,
2002,C00203122,תרבות יהודית,71676,,link,link,
2002,C00230133,ועדות ערר,4237,,link,link,
2002,C00340204,תגבור מינהל הדלק,92,,link,link,
2002,C00420909,קיבוצים ומושבים        שיתופיים,66016,,link,link,
2002,C00420910,מענקים וסבסוד לבניה,34692,,link,link,
2002,C00420911,מענקים לבנייה בטחונית,18244,,link,link,
2002,C00760105,השקעות במחשוב,30145,,link,link,
2002,C00941205,העברת הכנסות בתי חולים ממשלתיים למאגר הכנסות  מרכזיות,616548,,link,link,
2003,C00020701,"שירותי משרד ליו""ר כנסת לשעבר",1769,,link,link,
